Reading /home/ssamal/workspace/conexpng/codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:8
	Completed reading 990 records
No of Objects: 1000
No of attributes: 64
No of concepts: 2080
Read time: 15119ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o4.0_974      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [4.0]
o0.0_362      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [0.0]
o4.0_969      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [4.0]
o2.0_434      {108}    [[0.08, 0.13, 0.11, 0.08, 0.13, 0.10, 0.07, 0.05, 0.07, 0.13]]    [[1.0]]      [2.0]
o7.0_451       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [7.0]
o2.0_436       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [2.0] _/
o7.0_695      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [7.0]
o9.0_982       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [9.0]
o4.0_965      {124}    [[0.06, 0.14, 0.11, 0.11, 0.08, 0.08, 0.08, 0.08, 0.10, 0.12]]    [[1.0]]      [4.0]
o7.0_453       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [7.0]
o9.0_984      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [9.0] _/
o7.0_697      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [7.0]
o4.0_967      {124}    [[0.06, 0.14, 0.11, 0.11, 0.08, 0.08, 0.08, 0.08, 0.10, 0.12]]    [[1.0]]      [4.0]
o2.0_670      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [2.0]
o2.0_672      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [2.0]
o5.0_156      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [5.0]
o6.0_801      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [6.0]
o5.0_154      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
o6.0_805      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [6.0]
o6.0_803      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [6.0]
o2.0_418      {144}    [[0.08, 0.10, 0.05, 0.10, 0.12, 0.06, 0.08, 0.10, 0.11, 0.15]]    [[9.0]]      [2.0]
o2.0_659       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [2.0]
o2.0_417      {144}    [[0.08, 0.10, 0.05, 0.10, 0.12, 0.06, 0.08, 0.10, 0.11, 0.15]]    [[9.0]]      [2.0]
o4.0_963      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [4.0]
o2.0_420      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [2.0]
o9.0_972      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [9.0]
o4.0_955      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [4.0]
o9.0_730      {136}    [[0.06, 0.13, 0.09, 0.10, 0.13, 0.10, 0.09, 0.10, 0.02, 0.13]]    [[1.0]]      [9.0]
o9.0_971      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [9.0]
o4.0_957      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [4.0]
o7.0_202      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [7.0]
o9.0_973      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [9.0]
o9.0_732      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [9.0]
o2.0_661       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o2.0_660       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o0.0_143      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [0.0] _/
o4.0_510       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [4.0]
o0.0_145       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [0.0]
o4.0_512       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o6.0_818      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [6.0]
 o4.0_39      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [4.0]
o2.0_654      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [2.0]
o7.0_671      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [7.0]
o2.0_656       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [2.0]
 o5.0_81      {148}    [[0.10, 0.10, 0.10, 0.04, 0.08, 0.13, 0.09, 0.06, 0.10, 0.16]]    [[9.0]]      [5.0]
o9.0_521      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [9.0]
o7.0_673      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [7.0]
o2.0_658       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [2.0]
o2.0_415       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o6.0_822      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [6.0]
o6.0_820      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [6.0]
o6.0_824      {140}    [[0.15, 0.12, 0.12, 0.07, 0.10, 0.10, 0.10, 0.05, 0.08, 0.08]]    [[0.0]]      [6.0]
o0.0_397      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [0.0]
o9.0_760       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o0.0_393      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [0.0]
o0.0_395      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [0.0]
o9.0_515       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
o9.0_758      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [9.0]
o0.0_391      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [0.0]
o4.0_977      {144}    [[0.09, 0.11, 0.11, 0.08, 0.09, 0.12, 0.06, 0.09, 0.09, 0.10]]    [[5.0]]      [4.0]
o2.0_887       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [2.0] _/
o4.0_976      {144}    [[0.09, 0.11, 0.11, 0.08, 0.09, 0.12, 0.06, 0.09, 0.09, 0.10]]    [[5.0]]      [4.0]
o2.0_402      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [2.0] _/
o2.0_889      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [2.0]
o2.0_404      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [2.0]
o9.0_517       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
 o5.0_79      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [5.0]
o9.0_519       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o1.0_817      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [1.0] _/
o1.0_815       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [1.0]
o0.0_165       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [0.0]
o9.0_550      {132}    [[0.07, 0.15, 0.09, 0.09, 0.07, 0.07, 0.09, 0.10, 0.12, 0.10]]    [[1.0]]      [9.0]
o0.0_166       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [0.0]
o9.0_551      {132}    [[0.07, 0.15, 0.09, 0.09, 0.07, 0.07, 0.09, 0.10, 0.12, 0.10]]    [[1.0]]      [9.0]
o0.0_168      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [0.0]
o9.0_552       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o0.0_163      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [0.0]
o9.0_546       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [9.0]
o9.0_548      {132}    [[0.07, 0.15, 0.09, 0.09, 0.07, 0.07, 0.09, 0.10, 0.12, 0.10]]    [[1.0]]      [9.0]
 o4.0_58       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [4.0]
o9.0_543      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [9.0]
o9.0_785      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [9.0]
o9.0_545       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [9.0]
o7.0_236      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [7.0]
o8.0_901       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [8.0]
o7.0_479       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [7.0]
o7.0_238      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [7.0]
o4.0_920       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [4.0]
o9.0_783      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [9.0]
o2.0_619      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [2.0]
o9.0_777       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [9.0]
o7.0_481       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [7.0]
o7.0_240      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [7.0]
 o5.0_54      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [5.0]
o2.0_621      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [2.0] _/
o3.0_299       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [3.0]
o9.0_775       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [9.0]
 o4.0_45       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [4.0]
 o4.0_43       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
 o4.0_41       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
 o5.0_56       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [5.0]
o4.0_918       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [4.0]
o5.0_367      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
o5.0_369       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [5.0]
o5.0_363      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [5.0]
o5.0_365      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [5.0]
o7.0_225       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [7.0]
o2.0_606      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [2.0] _/
o2.0_608      {124}    [[0.06, 0.14, 0.11, 0.11, 0.08, 0.08, 0.08, 0.08, 0.10, 0.12]]    [[1.0]]      [2.0]
o9.0_326      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [9.0]
o9.0_327      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [9.0]
o2.0_610      {124}    [[0.06, 0.14, 0.11, 0.11, 0.08, 0.08, 0.08, 0.08, 0.10, 0.12]]    [[1.0]]      [2.0]
o7.0_230      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [7.0]
o9.0_328      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [9.0]
o9.0_329      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [9.0]
o7.0_232      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [7.0]
o2.0_612      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [2.0] _/
o4.0_944       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o9.0_323      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [9.0] _/
o4.0_943      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [4.0]
o7.0_234      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [7.0]
 o5.0_40       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [5.0]
o4.0_945       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o9.0_325      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [9.0]
 o4.0_72      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [4.0] _/
o1.0_846      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [1.0]
 o4.0_70      {132}    [[0.08, 0.12, 0.09, 0.10, 0.12, 0.09, 0.10, 0.09, 0.06, 0.10]]    [[1.0]]      [4.0]
o1.0_848       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [1.0]
o2.0_836      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [2.0]
o0.0_198      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [0.0] _/
o2.0_835      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [2.0] _/
o9.0_320      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [9.0] _/
o4.0_942      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [4.0]
o2.0_837      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [2.0]
o7.0_459      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [7.0]
o9.0_316      {132}    [[0.08, 0.12, 0.05, 0.09, 0.12, 0.10, 0.07, 0.08, 0.14, 0.11]]    [[8.0]]      [9.0]
o7.0_461      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [7.0]
o9.0_318      {132}    [[0.08, 0.12, 0.05, 0.09, 0.12, 0.10, 0.07, 0.08, 0.14, 0.11]]    [[8.0]]      [9.0]
o9.0_553       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o9.0_554       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o7.0_223       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [7.0]
o9.0_556      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [9.0]
o9.0_314       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o9.0_798      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [9.0] _/
 o5.0_38      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [5.0]
 o4.0_60       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [4.0]
o1.0_859      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [1.0]
o5.0_787      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [5.0]
o4.0_576      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [4.0]
o7.0_603      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [7.0]
o7.0_605      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [7.0]
o4.0_574      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [4.0]
o3.0_489      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [3.0]
o3.0_487      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [3.0]
o3.0_244      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [3.0]
o3.0_242      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [3.0]
o1.0_861      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o6.0_400      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [6.0]
o6.0_401      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [6.0]
o5.0_536      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [5.0]
o7.0_838      {112}    [[0.05, 0.14, 0.09, 0.05, 0.06, 0.13, 0.08, 0.16, 0.10, 0.10]]    [[7.0]]      [7.0] _/
o8.0_709      {132}    [[0.09, 0.12, 0.12, 0.07, 0.09, 0.07, 0.08, 0.07, 0.10, 0.12]]    [[1.0]]      [8.0]
o0.0_539      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [0.0] _/
o8.0_707      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [8.0]
o1.0_870       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [1.0]
o7.0_840      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [7.0]
o6.0_650       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [6.0]
o2.0_260      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [2.0]
o1.0_872      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [1.0] _/
o5.0_789       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [5.0]
o6.0_652      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [6.0]
o4.0_591       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [4.0]
o4.0_593      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [4.0]
o1.0_638      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o4.0_356      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [4.0]
